"Word","Part_of_Speech","Etymology","Definition","Examples_and_Notes","Source_Page"
"Bheṭá","n.f.","","A present made to a deity or ruler","-deṇí, v.t. re. To give or offer a present","see the preceding","16"
"Bheṭṇu","v.t. re.","","To visit, to meet, to call on","f. -í, pl. -é","16"
"Bheṭú","n.m.","H. bhetí","One who knows secrets","-karṇá, v.t. ir. To introduce, to acquaint","16"
"Bhijṇu","v.i. re.","","To be wet","","16"
"Bhíkh","n.f.","S. Bhikshá","Alms","-deṇí, v.t. re. To give alms","16"
"Bhiṛṇu","v.t. re.","","To fight, to struggle","","16"
"Bhít","n.f.","S. Bhitti","A wall","","16"
"Bhíṭhká or -ú","adj.","","Inside","m.; f. -í, pl. -é","16"
"Bhíṭhlá or -u","adj.","","Of the inside, inner","m.; f. -í, pl. -é","16"
"Bhlásṭhá","n.m.","","The main beam of a roof","","16"
"Bhlekhá","n.m.","H. bhulekhá","A mistake, an oversight","","16"
"Bhofar","n.m.","","Shoulder","pl. -o","16"
"Bhog","n.m.","S. Bhoga","An offering","-láṇá, v.i. re. To offer cooked food to a deity","16"
"Bhoglú","n.m.","","See Bihan","","16"
"Bhój","n.m.","","(1) A feast. (2) Birch. (3) Picnic","-pattar, n.m. Birch-bark","16"
"Bholá or -u","adj.","","Simple-minded","m.; f. -í, pl. -é","16"
"Bhóňr","n.m.","S. bhramara","A black bee","f. -í, pl. -o","16"
"Bhóňru","n.m.","","A song, a couplet; poetry","Kúje rú julrú, thoro rú bhunchu, Bhúje ní jámdú ní hundú mano rú sunchú. 'The wild white rose is sucked by a black bee, toasted grain never grows, nor is a desired object gained.'","16"
"Bhóňru (cont.)","n.m.","","A song, a couplet; poetry","Siti húňḍoli harṇo, bikro de moro, Mánu dekhe mukhṭe, terá laṭkú horo. 'Deer will walk, and peafowl too, I've seen a good many men, but your gait is of another kind.'","16"
"Bhonṭhá or -í","n.m.","","A sept of Kanets in Kamlí parganá and elsewhere in these hills","pl. -e","16"
"Bhosé","n.m. pl.","","Roasted green wheat or gram","","16"
"Bhraňgrṇu","v.i. re.","","To roar like a panther","","16"
"Bhryuňsh","n.f. pl.","","Eyebrows","","16"
"Bhú","n.m.","H. bhús","Fodder","","16"
"Bhubhal","n.m.","","A fire of hot ashes to fry potatoes and other roots","","17"
"Bhubṛí","n.f.","","Mouth","","17"
"Bhuiň","n.f.","S. Bhúmi","Earth, land","-ú, n.m. A store house","17"
"Bhujṇu","v.t. re.","","To roast, to fry","f. -í, pl. -é","17"
"Bhukh","n.f.","S. Bubhukshá","Hunger, appetite","","17"
"Bhukhe-rauṇu","v.i. ir.","","To remain hungry","","17"
"Bhúl","n.f.","H. bhúl","A mistake, forgetfulness","","17"
"Bhulká","n.m.","","Vegetables","-cháṇṇu, v.a. re. To cook vegetables","17"
"Bhulṇu","v.t. re.","","To forget","f. -í, pl. -é","17"
"Bhuňchu","adj.","","Sucked, or licked","","17"
"Bhuňḍú","n.m.","","A fool, an ignorant man","","17"
"Bhú-ro-parál","adj.","","Good for nothing","","17"
"Bhyaiṇi","n.f.","","Daybreak","","17"
"Bhyáň-rí","n.f.","","Daybreak","-e, At daybreak","17"
"Bhyáňsaí","n.f.","","Morning, dawn","-í, adv. This morning","17"
"Bhyáss","n.m.","S. Abhyása","Practice, exercise","","17"
"Bhyásuwṇu","v.i. re.","","To be accustomed, to be in practice","f. -í, pl. -é","17"
"Bhyóuṇu","v.t. re.","","To make or cause to be wet","f. -í, pl. -é","17"
"Bí","n.f.","","The verandah of a house","Also ṭóng","17"
"Bí","adj.","S. Viňshati","20","-wáň, 20th","17"
"Bi","adv.","","Also, too","Sé bi áwṇá thíá. 'He too was to come.'","17"
"Bí","adv.","","(1) Also, even. (2) As well as.","Proverb: Ṭaké ri bí, Chajau ri bí. 'Of six pies, yet beautiful.'","17"
"Biáh","n.m.","","See Byá or Byáh","","17"
"Bich","n.f.","","A crack; adv. Middle; n. Centre","","17"
"Bichá-bichí","adv.","","Through or by the middle","","17"
"Bidáṇá","n.m.","","Quinces","","17"
"Bidhṇí","v.v. re.","","To be extinguished","","17"
"Bidhṇu","v.i. re.","","To be extinguished","","17"
"Bigai","n.f.","","A tax levied per bighá (Kuṭhár)","","17"
"Bighé","adv.","","In the fields","","17"
"Bihan","n.m.","","Coriandrum sativum","Also básháň","17"
"Bíj","n.m.","S. Vīja; S. vajra","(1) Seeds. (2) Thunder","-galṇu, v.s. re. To be no more","17"
"Bijaurí","n.f.","S. Vījapura","A kind of citron","","17"
"Bijaňdrí","n.f.","","A furrow left unsown in a field","","17"
"Bijlí","n.f.","S. Vidyut","Lightning","","17"
"Bijṇu","v.t. re.","","To sow","f. -í, pl. -é","17"
"Bikar, bikr","n.f.","","The lower part of a field","","17"
"Bikh","n.m.","S. Viṣha","(1) Poison; (2) Difficult, dangerous (way)","-ṛu or -ṛá, adj. m.; f. -í, pl. -é","17"
"Bíkh","n.f.","","A step, a footstep","-deṇí, v.i. re. To tread","17"
"Bil","n.f.","","A hole, chasm, a crack","-parṇí, v.s. re. To form a crack. -patrí, n.f. Leaves of the bel tree.","17"
"Bilkhṇu","v.t. re.","","To scream, to cry","","18"
"Biná-bajaur","adj.","","Without wages","","18"
"Bináyak","n.m.","S. Vināyaka","The deity Ganesh","","18"
"Biṇḍí","n.f.","","A plant called gulmaňhdí in Hindí","","18"
"Biňhú","n.m.","S. Vṛishchika; H. bichchhú","A scorpion","","18"
"Biňḍ","n.m.","","A handle of a sickle or a hoe","-láṇá, v.i. re. To fix a handle","18"
"Biňḍá","n.m.","","A truss (of hay)","","18"
"Biňḍkú","n.m.","","A big grass bundle","pl. -é. f. -í, A small grass-bundle. (Also pulá and pulí.)","18"
"Biňḍlú-tárá","n.m.","","The morning star","","18"
"Biňgú","","","See Bángá","","18"
"Biņí","adv.","H. biná","Without","","18"
"Bír","n.m.","S. Vīra","(1) A hero; (2) The deity Hanumán or Bhairab","Also used in compounds, e.g. Banbír, Lánkṛábír","18"
"Biṛí","n.f.","","A green twig used for brushing the teeth","-láṇí, v.a. re. To brush the teeth","18"
"Birié","n.m.","","A polite term used in addressing a maiden","","18"
"Bishu","n.f.","S. Viňshati","A score, 20","","18"
"Bishká or -ú","adj.","","Empty","m.; f. -í, pl. -é","18"
"Bish-háthe","adv.","","Empty-handed","","18"
"Bish-ṭáňg","n.f.","","(1) The remuneration of a headman at the rate of 6 pies per rupee of land revenue (Kuṭhár). (2) A present to an officer in cash (all the Simla Hill States). (3) A bribe.","-deṇí, v.t. re. To give a present. (Also kór).","18"
"Bishú","n.m.","S. Viṣhuva","(1) The moment of the sun's reaching Aries; (2) A song sung by low-caste people in April","","18"
"Bíú","adj.","","Good","-hoṇu, v.i. ir. To be convalescent","18"
"Biyá or -ú","adj.","","Good; adv. Quite well","m.; f. -í, pl. -é","18"
"Biyé-re-muňḍé","adj. pl.","","Disciples of wise men","","18"
"Bláj","n.m.","S. Valirāja","A night fair","Also barláj or brláj","18"
"Blá'k or bulák","n.m.","","A nose-ring","","18"
"Blair","n.m.","","A low caste (often called 'mate')","Also halmandí","18"
"Bláwlá","n.m.","","Condolence","-deṇá, v.t. ar. To condole","18"
"Blel","n.f.","","Evening, eve","","18"
"Blíyá","int.","","O my","m.; f. -é","18"
"Boá","n.m.","","Flight","","18"
"Bobó","n.f.","","(1) A sister or adopted sister; (2) A very polite term used in addressing a woman","","18"
"Bodrí","n.m.","","A kind of disease, chicken-pox","-nikalṇí, v.t. re. To suffer from chicken-pox","18"
"Boé","v.p.p.","","Passed away","","18"
"Bohit","adj.","H. bahut","Much, abundant","m.","18"
"Bohú","n.f.","S. Vadhú","Daughter-in-law","","18"
"Bojhá","n.m.","H. bojh","A load","","18"
"Bo'k-bidyá","n.f.","","Jesting, mocking","","18"
"Boki","adj.","","Talkative","m. and f.","18"
"Bokṇu","v.t. re.","","To jest, to mock","f. -í, pl. -é","18"
"Bol","n.m.","","A high wooded place","","19"
"Bó'l","n.m.","","(1) A speech, a saying; (2) An oral agreement whereby one's daughter is betrothed to a boy, in default the sum of Rs. 20 is paid as damages.","","19"
"Bolṇu","v.t. re.","","To speak","f. -í, pl. -é","19"
"Bóň","n.f.","","See Báoṛí","","19"
"Bóň","n.m.","","See Ban","","19"
"Boṇ-ṇu","v.i. re.","","To flow","","19"
"Boṇu","v.t. re.","","See Bijṇu","","19"
"Bo'ti","n.f.","","See Bohú","","19"
"Boṭí","n.f.","","A bit of flesh","-boṭí-karṇí, v.t. re. To cut in pieces","19"
"Boṭí or boṭiyá","n.m.","","A cook","f. -aṇ","19"
"Bou","n.f.","S. Vadhú; H. bahú","Daughter-in-law","","19"
"Bóúmeň","v. pl.","","We will, or should, sow","","19"
"Bowṇu","v.i. re.","","To roll down, to flow","f. -í, pl. -é","19"
"Bpárí","n.m.","H. byápárí","A trader, a merchant","","19"
"Brá","n.m.","","A weight equal to 4 ṭhakrís or 6 sers","The area sown with one árhá is reckoned equal to a bighá (Jubbal).","19"
"Brága","n.f.","","The wife of a bairágí","","19"
"Brágar","n.m.","","Ear-rings","","19"
"Brágí","n.m.","","Bairágí, a Vaishnava","","19"
"Brágaṇ","n.f.","","A lioness or tigress","","19"
"Brágg","n.m.","S. Vyāghra","A leopard or panther","f. -aṇ. -ṭu, n.m. A leopard cub.","19"
"Brail","n.f.","S. Viḍāla","A cat","Also brqilí. Dim. bral-ṭí, kitten.","19"
"Bráss","n.m.","","The rhododendron","","19"
"Brát","n.f.","","(1) Dunning; (2) (H. bárát) A wedding procession","","19"
"Brátí-beṭhṇu","v.s. re.","","To dun","Also brát-líṇ","19"
"Bresht","n.m.","S. Vṛihaspati","Thursday","","19"
"Bṭhith","n.m.","","Flour of pot-herb grain","","19"
"Bṭholí","n.f.","","Bread made of pot-herb grain","","19"
"Buárá or bwárá","n.m.","","A helper, one who helps a fellow villager and gets food, but no cash, in return","pl. Buáre or bwáre. -láṇe, v.a. re. To engage helpers; -dewṇu, v.i. re. To go to help.","19"
"Búbá","n.m.","","The husband of one's father's sister","f. -í, Father's sister; pl. -é","19"
"Bubér-bhái","n.m.","","Father's sister's son","","19"
"Budá","n.m.","","A bar","f. -í, pl. -é","19"
"Buddh","n.m.","S. Budha","(1) Wednesday; (2) Wisdom","","19"
"Búg","n.m.","","A cover, especially for a gun, a pillow or bedding","","19"
"Bugchá or -u","n.m.","","A bundle","f. -í, pl. -é","19"
"Buglí","n.f.","","Wrapping up the body in a sheet","-páṇí, v.s. re. To wrap up one's body in a sheet","19"
"Bujhṇu","v.t. re.","H. bújhṇá","To understand, to know","f. -í, pl. -é","20"
"Bujhṇwálá","n.m.","","One who understands or knows","f. -í, pl. -é","20"
"Bulák","n.m.","","See Blá'k","","20"
"Buláṇu","v.t. re.","H. buláná","To call, to invite","","20"
"Buňjá","adj.","","52","","20"
"Buṇ-ṇu","v.t. re.","H. bunná","To weave","f. -í, pl. -é","20"
"Burá or -u","adj.","","Bad, wicked, not good","m.; f. -í, pl. -é","20"
"Burá-bhájaṇá","v.i. re.","","To cease unhappiness","","20"
"Burá-lágná","v.i. re.","","To be unhappy","-mánná, v.i. re. To be displeased","20"
"Burí-ghálṇí","v.t. re.","","To harass, to put to trouble, to plague","","20"
"Burí-hoṇí","v.i. ir.","","To be in trouble","","20"
"Burí-lágṇí","v.i. re.","","To pine in love, to feel unpleasant","","20"
"Bwá'l","n.m.","S. Udgāra; H. ubál","(1) Overflowing; (2) Boiling","-jáṇu or -dewṇu, v.s. re. To overflow","20"
"Bwálṇu","v.t. re.","H. ubálná","To boil","","20"
"Bwárá","n.m.","","See Buárá","pl. -é","20"
"Byá","n.m.","S. Viváha","Marriage","Also byáh. -áhuňdá, m., f. -í huňdí, pl. -é huňde. Married.","20"
"Byáj","n.m.","H. byáj","Interest","","20"
"Byálí","n.f.","","Dinner","-cháṇṇí, v.i. re. To cook the dinner. -é, adv. In the evening. Byále re pahre áyá Ludro-Shib 'Ludlow Sahib came in the evening.'","20"
"Byálke-bakté","adv.","","In the evening time","","20"
"Byálkú or byálkí","n.f.","","The evening","","20"
"Byálí","n.f.","","Supper","","20"
"Byáltí","n.f.","","Evening","","20"
"Byáňhdá","n.m.","","A tax levied at a chief's wedding and on his children's marriages","Also Byáoḷ or Byáoḷi","20"
"Byáoḷ or byáoḷi","n.f.","","See Byáňhdá","","20"
"Byáshí","adj.","","82","-wáň, 82nd","20"
"Byóḷ","n.m.","","A kind of tree, the leaves of which are given to cattle as fodder","","20"
"Byórá or -u","adj.","","(1) Reversed, upset; (2) contrary, left","m.; f. -í, pl. -é. Also beorá.","20"
"Byórá","n.m.","","Detailed account","","20"
"Cha'b","n.m.","","A food made of rice and sugar","","20"
"Chabhokṇu","v.t. re.","","To dip","","20"
"Chabṇu","v.t. re.","","To chew","f. -í, pl. -é","20"
"Chabútrá","n.m.","","A raised bank or terrace, open or covered","","20"
"Chabútrá-wazír or Shrí-wazír","n.m.","","The prime-minister, chief minister","The former form was used in Kullú and the latter in Bashahr","20"
"Chachá","n.m.","","Uncle","f. -í, Aunt; pl. -é","20"
"Chachéṇu","v.i. re.","","To cry or scream","f. -í, pl. -é","20"
"Chádar","n.m.","","A sheet of cloth","","20"
"Chádr","n.f.","H. chaddar","A scarf","","21"
"Cháer","n.f.","","See Chár","","21"
"Cháetu or cháethu or -á","adj.","","(1) Thin, straight; (2) Easy","","21"
"Chaftá or -u","adj.","","Thin, straight","m.; f. -í, pl. -é","21"
"Chagarṇu","v.t. re.","","See Chagrṇu","","21"
"Chagrṇu or chagarṇu","v.t. re.","","To know, to come to feel","f. -í, pl. -é","21"
"Cháh","n.f.","","(1) Desire; (2) Tea","-ṇu, v.t. re. To wish","21"
"Chain","n.f.","P. chain","Peace, tranquillity","-parṇí, v.s. re. To be peaceful","21"
"Chair","n.m.","","The true or Golden Pheasant","","21"
"Chajará or -u","adj.","","Good, fine","m.; f. -í, pl. -é","21"
"Chák","n.m.","","(1) An ornament; (2) A potter's wheel","","21"
"Cháká","n.m.","","Service in cantonments","Obs., Kullú","21"
"Chákar","n.m.","H. chákar","A servant","f. -í, Service","21"
"Chakchuňjrí","n.f.","","A squirrel","","21"
"Cháké","n.m. pl.","","Roofing slates","-á, sing.","21"
"Cháke-beṭhṇu","v.t. re.","","To realize a fine by sitting at one's door","","21"
"Chakhauṇí","n.f.","","A taste","","21"
"Chákhṇu","v.t. re.","H. chakhná","To taste","","21"
"Chákí","n.f.","H. chakkí","A handmill","","21"
"Chakká","n.m.","","See Bast","","21"
"Chakkar","n.m.","H. chakkar","Circle, round","-láṇu, or -deṇu, v.a. re. To turn round","21"
"Cháklá or -u","n.m.","","A round stone","f. -í, pl. -é","21"
"Chakleot","n.f.","","The blackbird (chakiyoṭ)","","21"
"Chakṇu","v.t. re.","","To carry, to lift up","f. -í, pl. -é","21"
"Chakó'r","n.m.","","See Chákru","","21"
"Chákri","n.f.","","Service","-karṇí, v.t. ir. To serve","21"
"Chákru","n.m.","","The chikor","also chakóí","21"
"Chákú","n.m.","H. chakkú","A knife","","21"
"Chá'l","n.f.","H. chál","(1) Gait; (2) A custom","","21"
"Chálá","n.m.","","Shaking","-hoṇá, v.s. ir. To be shaken","21"
"Chaláná-deṇá","v.i. ir.","","To go on, to proceed","","21"
"Chalbér","n.m.","","Breakfast time","Also chalihir","21"
"Chali-jáṇu","v.i. re.","","To go on","-jáṇ-ṇu, v.i. re. To walk","21"
"Chálú","n.m.","","See Palgárí (Bashahr)","","21"
"Chalṇu","v.v. re.","H. chalná","To walk, to go on, to proceed","f. -í, pl. -é","21"
"Chamár","n.m.","S. Charmakāra; H. chamár","A shoemaker","","21"
"Chamáshá","n.m.","S. Chāturmāsya","The monsoon, the rainy season, wet weather","","21"
"Chámbá","n.m.","","(1) Copper; (2) A fragrant yellow flower","","21"
"Chámbá","n.m.","S. Champaka","A tree bearing a fragrant yellow flower (Michelia champaca)","Proverb: Chámbá-tale bhekhlá jámí: 'Under a fragrant flower tree there grew a thorny plant.' (Used of the son of a well-to-do man who has none of his father's qualities)","21"
"Cham-chainaṭ","n.m.","","(1) Shining or blazing; (2) Flash of lightning","","22"
"Cham-gádaṛ","n.m.","H. chamgídaṛ","A bat","","22"
"Chamkáwṇu","v.t. re.","","To cause to shine","f. -í, pl. -é","22"
"Chamkṇu","v.i. re.","","(1) To shine; (2) To flash; (3) To be in power","f. -í, pl. -é","22"
"Champkalí","n.f.","","An ornament worn by women on the neck (It is made either of gold or of silver)","","22"
"Chámṛí","n.f.","","The skin","-ṭwárṇí, v.t. re. To whip","22"
"Chaṇál","n.m.","","A low caste, e.g., a shoe-maker","","22"
"Chá'n-chak","adv.","","Vain, in vain, without reason","","22"
"Cháňd","n.m.","S. Chandra; P. chánd","The moon","","22"
"Chaṇḍál","n.m.","S. Cháṇḍāla, sweeper","A wicked man","","22"
"Chaňḍol","n.m.","","A swing made of wood, to seat four","","22"
"Chandra","adj.","","Wicked, bad","m.; f. -í, pl. -é","22"
"Changá, -u","adj.","","Good, fine","m.; f. -í, pl. -é (changá)","22"
"Chángai","n.m.","","The upper storey of a house","","22"
"Cháhṇu","v.t. re.","","To desire, to wish","f. -í, pl. -é","22"
"Chaňk","n.f.","","A bit, a very small part","Mádu máňgo adh-bhá, Ráṇí ná deo chaňk 'Mádú wants the half, the Rání will not give a bit'","22"
"Chaňkṇu","v.t. re.","","See Chábṇu","","22"
"Chánná","n.m.","","The kernel of a fruit","pl. -é","22"
"Cháṇ-ṇu","v.t. re.","","(1) To make; (2) To cook","f. -í, pl. -é","22"
"Chaṇṭál","adj.","","See chaṇḍál","","22"
"Cháṇu","v.t. re.","H. cháhná","To want, to wish, to desire","f. -í, pl. -é","22"
"Cháo","n.m.","","See Cháw","","22"
"Chapṇu","v.t. re.","","To chew","-é-jogu, -á, f. -í, pl. -é 'Fit to chew.'","See Chábṇu","22"
"Chár","adj.","H. chár","Four","Chauthá, m.; f. -í, pl. -é, fourth","22"
"Chár","n.m.","H. áchár","A kind of sauce","","22"
"Charaṇ","n.m. pl.","S. Charaṇa","Feet","","22"
"Charán","n.m.","","Grazing ground","","22"
"Chár-deṇí","v.t. ir.","","To drive game","","22"
"Charáwṇu","v.t. re.","","To graze","f. -í, pl. -é","22"
"Chaṛhái","n.f.","","(1) An ascent; (2) An invasion","","22"
"Chaṛhṇu","v.t. re.","","(1) To climb up; (2) To mount","f. -í, pl. -é","22"
"Charj","n.m.","S. Áshcharya","Wonder, surprise","","22"
"Chárjí","n.m.","S. Áchárya","A Krishna Brahman, who receives the death-bed gifts","","22"
"Charkhá","n.m.","H. charkhá","Spinning wheel","-kátṇá, v.i. re. To spin","22"
"Charṇu","v.i. re.","H. charná","To graze","f. -í","22"
"Chaská","n.m.","","Fondness, eagerness","-paṛṇá, v.i. re. To be fond","22"
"Chatar","adj.","S. Chatura","Clever, wise, active","","22"
"Chaṭikṇu","v.e. re.","","To crack","f. -í, pl. -é","22"
"Cháṭṇu","v.t. re.","H. cháṭná","To lick","f. -í, pl. -é","22"
"Chatrái","n.f.","S. Cháturī","Cleverness, wisdom","","22"
"Chaubí","adj.","","24","-wáň, 24th","22"
"Chaudash","n.f.","S. Chaturdashī","The fourteenth day of the bright or dark half of a month","","23"
"Chauṇ","adj.","","Three","chíú, chijá, or chíyá, f. -í, pl. -é, third","23"
"Chauṇlá","n.m.","","A wild beast with a white tail","f. -í, pl. -é","23"
"Chauňr","n.m.","S. Chamara","A chowry, the tail of the yák used to whisk off flies, etc; also as an emblem or insigne of princely rank","","23"
"Chaurá or -u","adj.","H. chauṛá","Wide, broad","m.; f. -í, pl. -é","23"
"Chaurá","n.m.","","(1) A terrace, a courtyard; (2) A chowry tail","f. -í","23"
"Chauth","n.f.","S. Chaturthī","The fourth day of the bright or dark half of a month","","23"
"Chau'ṭhí","n.f.","","A small hole near the hearth of a cook-room in which salt and red pepper are put","","23"
"Cháw","n.m.","","Pleasure, ambition","-hoṇá, v.s. re. To be ambitious","Also Cháo","23"
"Cháwaṇu","v.t. re.","","To absorb","f. -í, pl. -é","23"
"Chéfar","n.m.","","A long shelf or plank to keep things on","Also Párchh","23"
"Chehṇú","n.m.","","A pole with two horns","","23"
"Cheň-uň","n.m.","","The edible mushroom","","23"
"Chelá","n.m.","","A disciple, a scholar","f. -í, pl. -é","23"
"Chele","n.m.","","See Diwáň, Diňwáň","","23"
"Ché'lí","n.f.","","(1) Breakfast; (2) The second morning meal","-cháṇṇí, v.t. re. To prepare breakfast","23"
"Chéol, chéwṛ","n.m.","","A beam of timber","","23"
"Chér","n.m.","","See Chair","","23"
"Cherá","n.m.","","A wooden bolt","","23"
"Chét or chéch","n.m.","S. Chaitra","The 12th month of the Hindús, corresponding to March","","23"
"Chetá","n.m.","","(1) Memory; (2) Treatment","-chaugshí, n.f. Careful treatment","23"
"Chethá-chethí","n.f.","","Teasing, bothering","","23"
"Chethá-huňdá or -u","adj.","","Spoiled","m.; f. -í, pl. -é","23"
"Chetá-rákhṇá","v.t. re.","","To take care of","","23"
"Chethṇá","v.t. re.","","To spoil, to bother, to render useless","f. -í, pl. -é","23"
"Chetrṇu","v.t. re.","","(1) To feel; (2) To be cautious","pl. -é","23"
"Chettá or -ú","adj.","","Narrow","m.; f. -í, pl. -é. Also churúṭi","23"
"Chetuwáṇu","v.t. re.","","To recollect, to recall to memory","f. -í, pl. -é","23"
"Chéúň","n.m.","","A kind of edible toadstool, morel","Also chyúň","23"
"Chéwal","n.m.","","A beam of timber","Also dásá","23"
"Chhá","n.f.","","Watery curd","-dhuṇ-ṇí or -chholṇí, v.i. re. To churn","23"
"Chhabrá or -u","n.m.","","A large wide basket of bamboo, to put bread in","f. -í, pl. -é","23"
"Chhabṭá","n.m.","","A grain measure, equal to 2 sers","","23"
"Chháchhá","n.m.","","A minute kind of gnat of yellow colour. It is found in Shuňgrí, Khadrálá, etc., in the Bashahr territory.","pl. -é. When it bites a prick is felt and the pain increases and lasts for six months.","23"
"Chhádṇu","v.t. re.","","To leave","f. -í, pl. -é","24"
"Chháetu or -á","adj.","","See Cháetu","m.; f. -í, pl. -é","24"
"Chhái","n.f.","","See Astu","","24"
"Chháiň","n.f.","S. Chháyá","Shade, shadow","-parṇí, v.i. re. To become shady","24"
"Chháká","n.m.","","A day's labour paid with 2 sers of grain and a meal (Biláspur)","","24"
"Chhakar-dádá","n.m.","","The great-great-grandfather","","24"
